name,carrier,bus,emission_factor,p_nom,p_min,efficiency,marginal_cost,startup costs,technology,status
Unit_832,hydro,383,0,3.7,0,1,0,0,hydro,Market
Unit_833,hydro,382,0,1.9,0,1,0,0,hydro,Market
Unit_834,hydro,385,0,19.6,0,1,0,0,hydro,Market
Unit_835,hydro,308,0,17,0,1,0,0,hydro,Market
Unit_836,hydro,316,0,26.2,0,1,0,0,hydro,Market
Unit_837,hydro,483,0,69.9,0,1,0,0,hydro,Market
Unit_838,hydro,247,0,36.5,0,1,0,0,hydro,Market
Unit_839,hydro,410,0,37.6,0,1,0,0,hydro,Market
Unit_840,hydro,396,0,29.4,0,1,0,0,hydro,Market
Unit_841,hydro,232,0,28.4,0,1,0,0,hydro,Market
Unit_842,hydro,262,0,0.6,0,1,0,0,hydro,Market
Unit_843,hydro,485,0,26.7,0,1,0,0,hydro,Market
Unit_844,hydro,318,0,35.3,0,1,0,0,hydro,Market
Unit_845,hydro,99,0,2.1,0,1,0,0,hydro,Market
Unit_846,hydro,371,0,6.9,0,1,0,0,hydro,Market
Unit_847,hydro,372,0,1.5,0,1,0,0,hydro,Market
Unit_848,hydro,43,0,0.2,0,1,0,0,hydro,Market
Unit_849,hydro,428,0,2.5,0,1,0,0,hydro,Market
Unit_850,hydro,12,0,0.4,0,1,0,0,hydro,Market
Unit_851,hydro,74,0,0.3,0,1,0,0,hydro,Market
Unit_852,hydro,11,0,0.4,0,1,0,0,hydro,Market
Unit_853,hydro,81,0,0.8,0,1,0,0,hydro,Market
Unit_854,hydro,41,0,0.1,0,1,0,0,hydro,Market
Unit_855,hydro,40,0,0.1,0,1,0,0,hydro,Market
Unit_856,hydro,42,0,0.1,0,1,0,0,hydro,Market
Unit_857,hydro,102,0,2.7,0,1,0,0,hydro,Market
Unit_858,hydro,344,0,142.4,0,1,0,0,hydro,Market
Unit_859,hydro,345,0,5,0,1,0,0,hydro,Market
Unit_860,hydro,323,0,15.6,0,1,0,0,hydro,Market
Unit_861,hydro,326,0,23.2,0,1,0,0,hydro,Market
Unit_862,hydro,290,0,4.5,0,1,0,0,hydro,Market
Unit_863,hydro,324,0,10.9,0,1,0,0,hydro,Market
Unit_864,hydro,280,0,1.5,0,1,0,0,hydro,Market
Unit_865,hydro,340,0,0.8,0,1,0,0,hydro,Market
Unit_866,hydro,282,0,7.8,0,1,0,0,hydro,Market
Unit_867,hydro,71,0,2.5,0,1,0,0,hydro,Market
Unit_868,hydro,72,0,8.9,0,1,0,0,hydro,Market
Unit_869,hydro,278,0,0.3,0,1,0,0,hydro,Market
Unit_870,hydro,50,0,10.3,0,1,0,0,hydro,Market
Unit_871,hydro,75,0,0.1,0,1,0,0,hydro,Market
Unit_872,hydro,292,0,6,0,1,0,0,hydro,Market
Unit_873,hydro,32,0,0.5,0,1,0,0,hydro,Market
Unit_874,hydro,281,0,2.2,0,1,0,0,hydro,Market
Unit_875,hydro,441,0,5.3,0,1,0,0,hydro,Market
Unit_876,hydro,442,0,1.1,0,1,0,0,hydro,Market
Unit_877,hydro,342,0,0.5,0,1,0,0,hydro,Market
Unit_878,hydro,33,0,6.2,0,1,0,0,hydro,Market
Unit_879,hydro,294,0,0.3,0,1,0,0,hydro,Market
Unit_880,hydro,293,0,6.4,0,1,0,0,hydro,Market
Unit_881,hydro,78,0,8.2,0,1,0,0,hydro,Market
Unit_882,solar pv,495,0,391.8,0,1,0,0,solar pv,Market
Unit_883,solar pv,84,0,51.6,0,1,0,0,solar pv,Market
Unit_884,solar pv,412,0,120.1,0,1,0,0,solar pv,Market
Unit_885,solar pv,83,0,14.8,0,1,0,0,solar pv,Market
Unit_886,solar pv,22,0,233.5,0,1,0,0,solar pv,Market
Unit_887,solar pv,8,0,65.8,0,1,0,0,solar pv,Market
Unit_888,solar pv,333,0,340,0,1,0,0,solar pv,Market
Unit_889,solar pv,28,0,44.9,0,1,0,0,solar pv,Market
Unit_890,solar pv,24,0,232.8,0,1,0,0,solar pv,Market
Unit_891,solar pv,23,0,80.6,0,1,0,0,solar pv,Market
Unit_892,solar pv,402,0,176,0,1,0,0,solar pv,Market
Unit_893,solar pv,21,0,44.1,0,1,0,0,solar pv,Market
Unit_894,solar pv,183,0,102.1,0,1,0,0,solar pv,Market
Unit_895,solar pv,295,0,28.3,0,1,0,0,solar pv,Market
Unit_896,solar pv,482,0,31.8,0,1,0,0,solar pv,Market
Unit_897,solar pv,16,0,274.4,0,1,0,0,solar pv,Market
Unit_898,solar pv,426,0,52.3,0,1,0,0,solar pv,Market
Unit_899,solar pv,49,0,35.3,0,1,0,0,solar pv,Market
Unit_900,solar pv,259,0,79,0,1,0,0,solar pv,Market
Unit_901,solar pv,301,0,47.6,0,1,0,0,solar pv,Market
Unit_902,solar pv,425,0,50.8,0,1,0,0,solar pv,Market
Unit_903,solar pv,258,0,289,0,1,0,0,solar pv,Market
Unit_904,solar pv,380,0,235.1,0,1,0,0,solar pv,Market
Unit_905,solar pv,300,0,423.3,0,1,0,0,solar pv,Market
Unit_906,solar pv,210,0,49.4,0,1,0,0,solar pv,Market
Unit_907,solar pv,226,0,73.7,0,1,0,0,solar pv,Market
Unit_908,solar pv,481,0,31.7,0,1,0,0,solar pv,Market
Unit_909,solar pv,296,0,122,0,1,0,0,solar pv,Market
Unit_910,solar pv,376,0,95.2,0,1,0,0,solar pv,Market
Unit_911,solar pv,299,0,65.6,0,1,0,0,solar pv,Market
Unit_912,solar pv,369,0,105.2,0,1,0,0,solar pv,Market
Unit_913,solar pv,102,0,538.2,0,1,0,0,solar pv,Market
Unit_914,solar pv,9,0,49.5,0,1,0,0,solar pv,Market
Unit_915,solar pv,62,0,98,0,1,0,0,solar pv,Market
Unit_916,solar pv,201,0,105.2,0,1,0,0,solar pv,Market
Unit_917,solar pv,30,0,77.4,0,1,0,0,solar pv,Market
Unit_918,solar pv,29,0,62,0,1,0,0,solar pv,Market
Unit_919,solar pv,474,0,51.8,0,1,0,0,solar pv,Market
Unit_920,solar pv,59,0,150.4,0,1,0,0,solar pv,Market
Unit_921,solar pv,270,0,166.6,0,1,0,0,solar pv,Market
Unit_922,solar pv,159,0,110.5,0,1,0,0,solar pv,Market
Unit_923,solar pv,265,0,26.4,0,1,0,0,solar pv,Market
Unit_924,solar pv,34,0,14,0,1,0,0,solar pv,Market
Unit_925,solar pv,285,0,270.3,0,1,0,0,solar pv,Market
Unit_926,solar pv,93,0,491.7,0,1,0,0,solar pv,Market
Unit_927,solar pv,36,0,129,0,1,0,0,solar pv,Market
Unit_928,solar pv,85,0,632.2,0,1,0,0,solar pv,Market
Unit_929,solar pv,221,0,70,0,1,0,0,solar pv,Market
Unit_930,solar pv,95,0,311.1,0,1,0,0,solar pv,Market
Unit_931,solar pv,60,0,139.6,0,1,0,0,solar pv,Market
Unit_932,solar pv,160,0,8.8,0,1,0,0,solar pv,Market
Unit_933,solar pv,455,0,29.9,0,1,0,0,solar pv,Market
Unit_934,solar pv,200,0,29.2,0,1,0,0,solar pv,Market
Unit_935,solar pv,169,0,31.7,0,1,0,0,solar pv,Market
Unit_936,solar pv,176,0,32.2,0,1,0,0,solar pv,Market
Unit_937,solar pv,153,0,177.3,0,1,0,0,solar pv,Market
Unit_938,solar pv,170,0,26.8,0,1,0,0,solar pv,Market
Unit_939,solar pv,130,0,74,0,1,0,0,solar pv,Market
Unit_940,solar pv,126,0,22.6,0,1,0,0,solar pv,Market
Unit_941,solar pv,137,0,282.1,0,1,0,0,solar pv,Market
Unit_942,solar pv,132,0,67.7,0,1,0,0,solar pv,Market
Unit_943,solar pv,151,0,86.9,0,1,0,0,solar pv,Market
Unit_944,solar pv,197,0,171.8,0,1,0,0,solar pv,Market
Unit_945,solar pv,118,0,19.8,0,1,0,0,solar pv,Market
Unit_946,solar pv,154,0,63.7,0,1,0,0,solar pv,Market
Unit_947,solar pv,364,0,15.5,0,1,0,0,solar pv,Market
Unit_948,solar pv,122,0,94.6,0,1,0,0,solar pv,Market
Unit_949,solar pv,119,0,102.4,0,1,0,0,solar pv,Market
Unit_950,solar pv,134,0,111.2,0,1,0,0,solar pv,Market
Unit_951,solar pv,453,0,129.5,0,1,0,0,solar pv,Market
Unit_952,solar pv,431,0,124.5,0,1,0,0,solar pv,Market
Unit_953,solar pv,204,0,146,0,1,0,0,solar pv,Market
Unit_954,solar pv,149,0,141,0,1,0,0,solar pv,Market
Unit_955,solar pv,104,0,32.3,0,1,0,0,solar pv,Market
Unit_956,solar pv,113,0,18.1,0,1,0,0,solar pv,Market
Unit_957,solar pv,374,0,67.7,0,1,0,0,solar pv,Market
Unit_958,solar pv,90,0,221.5,0,1,0,0,solar pv,Market
Unit_959,solar pv,142,0,144.7,0,1,0,0,solar pv,Market
Unit_960,solar pv,289,0,352.1,0,1,0,0,solar pv,Market
Unit_961,solar pv,472,0,220.6,0,1,0,0,solar pv,Market
Unit_962,solar pv,219,0,132.5,0,1,0,0,solar pv,Market
Unit_963,solar pv,157,0,208,0,1,0,0,solar pv,Market
Unit_964,solar pv,490,0,200,0,1,0,0,solar pv,Market
Unit_965,solar pv,386,0,149.8,0,1,0,0,solar pv,Market
Unit_966,solar pv,209,0,187.4,0,1,0,0,solar pv,Market
Unit_967,solar pv,411,0,277.5,0,1,0,0,solar pv,Market
Unit_968,solar pv,144,0,32.4,0,1,0,0,solar pv,Market
Unit_969,solar pv,363,0,53.2,0,1,0,0,solar pv,Market
Unit_970,solar pv,147,0,16.9,0,1,0,0,solar pv,Market
Unit_971,solar pv,470,0,48,0,1,0,0,solar pv,Market
Unit_972,solar pv,109,0,42.7,0,1,0,0,solar pv,Market
Unit_973,solar pv,114,0,162.7,0,1,0,0,solar pv,Market
Unit_974,solar pv,178,0,92.8,0,1,0,0,solar pv,Market
Unit_975,solar pv,110,0,230.1,0,1,0,0,solar pv,Market
Unit_976,solar pv,166,0,106.8,0,1,0,0,solar pv,Market
Unit_977,solar pv,213,0,13.3,0,1,0,0,solar pv,Market
Unit_978,solar pv,492,0,37.3,0,1,0,0,solar pv,Market
Unit_979,solar pv,494,0,9.5,0,1,0,0,solar pv,Market
Unit_980,solar pv,70,0,251,0,1,0,0,solar pv,Market
Unit_981,solar pv,228,0,111,0,1,0,0,solar pv,Market
Unit_982,solar pv,68,0,148.4,0,1,0,0,solar pv,Market
Unit_983,solar pv,241,0,77,0,1,0,0,solar pv,Market
Unit_984,solar pv,245,0,140.4,0,1,0,0,solar pv,Market
Unit_985,solar pv,339,0,39,0,1,0,0,solar pv,Market
Unit_986,solar pv,242,0,183.3,0,1,0,0,solar pv,Market
Unit_987,solar pv,397,0,108.2,0,1,0,0,solar pv,Market
Unit_988,solar pv,284,0,212.4,0,1,0,0,solar pv,Market
Unit_989,solar pv,283,0,108.5,0,1,0,0,solar pv,Market
Unit_990,solar pv,51,0,283.9,0,1,0,0,solar pv,Market
Unit_991,solar pv,302,0,29.6,0,1,0,0,solar pv,Market
Unit_992,solar pv,304,0,329.4,0,1,0,0,solar pv,Market
Unit_993,solar pv,31,0,90.6,0,1,0,0,solar pv,Market
Unit_994,solar pv,286,0,181.3,0,1,0,0,solar pv,Market
Unit_995,solar pv,77,0,145.8,0,1,0,0,solar pv,Market
Unit_996,solar pv,276,0,14.1,0,1,0,0,solar pv,Market
Unit_997,solar pv,152,0,53.2,0,1,0,0,solar pv,Market
Unit_998,solar pv,120,0,180.6,0,1,0,0,solar pv,Market
Unit_999,solar pv,254,0,278.1,0,1,0,0,solar pv,Market
Unit_1000,solar pv,211,0,130.9,0,1,0,0,solar pv,Market
Unit_1001,solar pv,255,0,305,0,1,0,0,solar pv,Market
Unit_1002,solar pv,128,0,99.5,0,1,0,0,solar pv,Market
Unit_1003,solar pv,275,0,59.2,0,1,0,0,solar pv,Market
Unit_1004,solar pv,238,0,157,0,1,0,0,solar pv,Market
Unit_1005,solar pv,100,0,202.5,0,1,0,0,solar pv,Market
Unit_1006,solar pv,215,0,17.1,0,1,0,0,solar pv,Market
Unit_1007,solar pv,225,0,272.6,0,1,0,0,solar pv,Market
Unit_1008,solar pv,223,0,177.4,0,1,0,0,solar pv,Market
Unit_1009,solar pv,229,0,70.1,0,1,0,0,solar pv,Market
Unit_1010,solar pv,224,0,142.4,0,1,0,0,solar pv,Market
Unit_1011,solar pv,54,0,12.9,0,1,0,0,solar pv,Market
Unit_1012,solar pv,69,0,25.6,0,1,0,0,solar pv,Market
Unit_1013,solar pv,257,0,78.5,0,1,0,0,solar pv,Market
Unit_1014,solar pv,409,0,47.1,0,1,0,0,solar pv,Market
Unit_1015,solar pv,260,0,318,0,1,0,0,solar pv,Market
Unit_1016,solar pv,320,0,299.6,0,1,0,0,solar pv,Market
Unit_1017,solar pv,377,0,106.1,0,1,0,0,solar pv,Market
Unit_1018,solar pv,216,0,155.2,0,1,0,0,solar pv,Market
Unit_1019,solar pv,379,0,132.8,0,1,0,0,solar pv,Market
Unit_1020,solar pv,310,0,258.4,0,1,0,0,solar pv,Market
Unit_1021,solar pv,311,0,465.9,0,1,0,0,solar pv,Market
Unit_1022,solar pv,389,0,624.3,0,1,0,0,solar pv,Market
Unit_1023,solar pv,394,0,127.3,0,1,0,0,solar pv,Market
Unit_1024,solar pv,312,0,274.3,0,1,0,0,solar pv,Market
Unit_1025,solar pv,438,0,150.3,0,1,0,0,solar pv,Market
Unit_1026,solar pv,375,0,37.9,0,1,0,0,solar pv,Market
Unit_1027,solar pv,366,0,227.3,0,1,0,0,solar pv,Market
Unit_1028,solar pv,422,0,254.8,0,1,0,0,solar pv,Market
Unit_1029,solar pv,381,0,166.7,0,1,0,0,solar pv,Market
Unit_1030,solar pv,58,0,123.1,0,1,0,0,solar pv,Market
Unit_1031,solar pv,322,0,195.4,0,1,0,0,solar pv,Market
Unit_1032,solar pv,53,0,116.4,0,1,0,0,solar pv,Market
Unit_1033,solar pv,288,0,296.4,0,1,0,0,solar pv,Market
Unit_1034,solar pv,189,0,243.4,0,1,0,0,solar pv,Market
Unit_1035,solar pv,436,0,127.2,0,1,0,0,solar pv,Market
Unit_1036,solar pv,406,0,155.6,0,1,0,0,solar pv,Market
Unit_1037,solar pv,405,0,73.2,0,1,0,0,solar pv,Market
Unit_1038,solar pv,235,0,121.4,0,1,0,0,solar pv,Market
Unit_1039,solar pv,190,0,230.3,0,1,0,0,solar pv,Market
Unit_1040,solar pv,233,0,701.9,0,1,0,0,solar pv,Market
Unit_1041,solar pv,395,0,445,0,1,0,0,solar pv,Market
Unit_1042,solar pv,264,0,205.4,0,1,0,0,solar pv,Market
Unit_1043,solar pv,351,0,535.9,0,1,0,0,solar pv,Market
Unit_1044,solar pv,354,0,170.3,0,1,0,0,solar pv,Market
Unit_1045,solar pv,266,0,260.4,0,1,0,0,solar pv,Market
Unit_1046,solar pv,331,0,454.3,0,1,0,0,solar pv,Market
Unit_1047,solar pv,19,0,373.3,0,1,0,0,solar pv,Market
Unit_1048,solar pv,13,0,172,0,1,0,0,solar pv,Market
Unit_1049,solar pv,15,0,235.4,0,1,0,0,solar pv,Market
Unit_1050,solar pv,352,0,168.4,0,1,0,0,solar pv,Market
Unit_1051,solar pv,433,0,34.7,0,1,0,0,solar pv,Market
Unit_1052,solar pv,315,0,554.3,0,1,0,0,solar pv,Market
Unit_1053,solar pv,337,0,948.6,0,1,0,0,solar pv,Market
Unit_1054,solar pv,330,0,416.9,0,1,0,0,solar pv,Market
Unit_1055,solar pv,417,0,455.4,0,1,0,0,solar pv,Market
Unit_1056,solar pv,332,0,467.2,0,1,0,0,solar pv,Market
Unit_1057,solar pv,418,0,118.4,0,1,0,0,solar pv,Market
Unit_1058,solar pv,349,0,334,0,1,0,0,solar pv,Market
Unit_1059,solar pv,329,0,349.7,0,1,0,0,solar pv,Market
Unit_1060,solar pv,338,0,407.5,0,1,0,0,solar pv,Market
Unit_1061,solar pv,373,0,523.7,0,1,0,0,solar pv,Market
Unit_1062,solar pv,66,0,327.7,0,1,0,0,solar pv,Market
Unit_1063,solar pv,350,0,368,0,1,0,0,solar pv,Market
Unit_1064,solar pv,335,0,361.2,0,1,0,0,solar pv,Market
Unit_1065,solar pv,336,0,471.6,0,1,0,0,solar pv,Market
Unit_1066,solar pv,343,0,146.5,0,1,0,0,solar pv,Market
Unit_1067,solar pv,334,0,316.5,0,1,0,0,solar pv,Market
Unit_1068,solar pv,390,0,305.6,0,1,0,0,solar pv,Market
Unit_1069,solar pv,384,0,1147.4,0,1,0,0,solar pv,Market
Unit_1070,solar pv,385,0,176.6,0,1,0,0,solar pv,Market
Unit_1071,solar pv,383,0,135.8,0,1,0,0,solar pv,Market
Unit_1072,solar pv,382,0,23.5,0,1,0,0,solar pv,Market
Unit_1073,solar pv,308,0,333.5,0,1,0,0,solar pv,Market
Unit_1074,solar pv,316,0,262.3,0,1,0,0,solar pv,Market
Unit_1075,solar pv,483,0,279.7,0,1,0,0,solar pv,Market
Unit_1076,solar pv,247,0,177.6,0,1,0,0,solar pv,Market
Unit_1077,solar pv,485,0,357.1,0,1,0,0,solar pv,Market
Unit_1078,solar pv,410,0,205.2,0,1,0,0,solar pv,Market
Unit_1079,solar pv,396,0,206.3,0,1,0,0,solar pv,Market
Unit_1080,solar pv,232,0,138.7,0,1,0,0,solar pv,Market
Unit_1081,solar pv,262,0,56.7,0,1,0,0,solar pv,Market
Unit_1082,solar pv,318,0,294,0,1,0,0,solar pv,Market
Unit_1083,solar pv,99,0,230.9,0,1,0,0,solar pv,Market
Unit_1084,solar pv,371,0,89.2,0,1,0,0,solar pv,Market
Unit_1085,solar pv,372,0,90.9,0,1,0,0,solar pv,Market
Unit_1086,solar pv,348,0,115,0,1,0,0,solar pv,Market
Unit_1087,solar pv,43,0,445.2,0,1,0,0,solar pv,Market
Unit_1088,solar pv,428,0,460.8,0,1,0,0,solar pv,Market
Unit_1089,solar pv,81,0,247.5,0,1,0,0,solar pv,Market
Unit_1090,solar pv,10,0,287.1,0,1,0,0,solar pv,Market
Unit_1091,solar pv,12,0,771.4,0,1,0,0,solar pv,Market
Unit_1092,solar pv,74,0,668.8,0,1,0,0,solar pv,Market
Unit_1093,solar pv,280,0,567.1,0,1,0,0,solar pv,Market
Unit_1094,solar pv,11,0,197,0,1,0,0,solar pv,Market
Unit_1095,solar pv,41,0,233.5,0,1,0,0,solar pv,Market
Unit_1096,solar pv,45,0,171.8,0,1,0,0,solar pv,Market
Unit_1097,solar pv,179,0,170.8,0,1,0,0,solar pv,Market
Unit_1098,solar pv,217,0,23.6,0,1,0,0,solar pv,Market
Unit_1099,solar pv,40,0,556.9,0,1,0,0,solar pv,Market
Unit_1100,solar pv,42,0,300.5,0,1,0,0,solar pv,Market
Unit_1101,solar pv,177,0,351.6,0,1,0,0,solar pv,Market
Unit_1102,solar pv,18,0,412.3,0,1,0,0,solar pv,Market
Unit_1103,solar pv,344,0,376.5,0,1,0,0,solar pv,Market
Unit_1104,solar pv,345,0,89.1,0,1,0,0,solar pv,Market
Unit_1105,solar pv,323,0,229.3,0,1,0,0,solar pv,Market
Unit_1106,solar pv,326,0,109.1,0,1,0,0,solar pv,Market
Unit_1107,solar pv,290,0,299.3,0,1,0,0,solar pv,Market
Unit_1108,solar pv,324,0,227,0,1,0,0,solar pv,Market
Unit_1109,solar pv,340,0,389.8,0,1,0,0,solar pv,Market
Unit_1110,solar pv,282,0,306.8,0,1,0,0,solar pv,Market
Unit_1111,solar pv,71,0,706.8,0,1,0,0,solar pv,Market
Unit_1112,solar pv,72,0,558.4,0,1,0,0,solar pv,Market
Unit_1113,solar pv,278,0,264.4,0,1,0,0,solar pv,Market
Unit_1114,solar pv,50,0,210.7,0,1,0,0,solar pv,Market
Unit_1115,solar pv,37,0,146.8,0,1,0,0,solar pv,Market
Unit_1116,solar pv,75,0,313.7,0,1,0,0,solar pv,Market
Unit_1117,solar pv,292,0,218.5,0,1,0,0,solar pv,Market
Unit_1118,solar pv,39,0,224.2,0,1,0,0,solar pv,Market
Unit_1119,solar pv,32,0,106.4,0,1,0,0,solar pv,Market
Unit_1120,solar pv,281,0,141.9,0,1,0,0,solar pv,Market
Unit_1121,solar pv,441,0,128.4,0,1,0,0,solar pv,Market
Unit_1122,solar pv,294,0,63.4,0,1,0,0,solar pv,Market
Unit_1123,solar pv,442,0,126.5,0,1,0,0,solar pv,Market
Unit_1124,solar pv,342,0,306.7,0,1,0,0,solar pv,Market
Unit_1125,solar pv,33,0,296.8,0,1,0,0,solar pv,Market
Unit_1126,solar pv,293,0,45.6,0,1,0,0,solar pv,Market
Unit_1127,solar pv,78,0,88.8,0,1,0,0,solar pv,Market
Unit_1128,wind onshore,495,0,847.8,0,1,0,0,wind turbine,Market
Unit_1129,wind onshore,84,0,44.5,0,1,0,0,wind turbine,Market
Unit_1130,wind onshore,412,0,584.2,0,1,0,0,wind turbine,Market
Unit_1131,wind onshore,22,0,1857.2,0,1,0,0,wind turbine,Market
Unit_1132,wind onshore,8,0,97.5,0,1,0,0,wind turbine,Market
Unit_1133,wind onshore,333,0,2119,0,1,0,0,wind turbine,Market
Unit_1134,wind onshore,28,0,24.1,0,1,0,0,wind turbine,Market
Unit_1135,wind onshore,24,0,382,0,1,0,0,wind turbine,Market
Unit_1136,wind onshore,23,0,155.3,0,1,0,0,wind turbine,Market
Unit_1137,wind onshore,402,0,587.9,0,1,0,0,wind turbine,Market
Unit_1138,wind onshore,21,0,40,0,1,0,0,wind turbine,Market
Unit_1139,wind onshore,183,0,251.6,0,1,0,0,wind turbine,Market
Unit_1140,wind onshore,295,0,7.7,0,1,0,0,wind turbine,Market
Unit_1141,wind onshore,482,0,101.6,0,1,0,0,wind turbine,Market
Unit_1142,wind onshore,16,0,543.8,0,1,0,0,wind turbine,Market
Unit_1143,wind onshore,426,0,26.4,0,1,0,0,wind turbine,Market
Unit_1144,wind onshore,49,0,145.8,0,1,0,0,wind turbine,Market
Unit_1145,wind onshore,259,0,50.3,0,1,0,0,wind turbine,Market
Unit_1146,wind onshore,301,0,198.3,0,1,0,0,wind turbine,Market
Unit_1147,wind onshore,425,0,133,0,1,0,0,wind turbine,Market
Unit_1148,wind onshore,258,0,206.4,0,1,0,0,wind turbine,Market
Unit_1149,wind onshore,380,0,774.1,0,1,0,0,wind turbine,Market
Unit_1150,wind onshore,300,0,953.1,0,1,0,0,wind turbine,Market
Unit_1151,wind onshore,210,0,158.4,0,1,0,0,wind turbine,Market
Unit_1152,wind onshore,226,0,130.6,0,1,0,0,wind turbine,Market
Unit_1153,wind onshore,481,0,46,0,1,0,0,wind turbine,Market
Unit_1154,wind onshore,296,0,302.4,0,1,0,0,wind turbine,Market
Unit_1155,wind onshore,376,0,39.9,0,1,0,0,wind turbine,Market
Unit_1156,wind onshore,299,0,132,0,1,0,0,wind turbine,Market
Unit_1157,wind onshore,369,0,773.6,0,1,0,0,wind turbine,Market
Unit_1158,wind onshore,102,0,1015,0,1,0,0,wind turbine,Market
Unit_1159,wind onshore,9,0,252.4,0,1,0,0,wind turbine,Market
Unit_1160,wind onshore,62,0,252.6,0,1,0,0,wind turbine,Market
Unit_1161,wind onshore,201,0,268.8,0,1,0,0,wind turbine,Market
Unit_1162,wind onshore,30,0,414.9,0,1,0,0,wind turbine,Market
Unit_1163,wind onshore,29,0,191.6,0,1,0,0,wind turbine,Market
Unit_1164,wind onshore,474,0,166.4,0,1,0,0,wind turbine,Market
Unit_1165,wind onshore,59,0,265.1,0,1,0,0,wind turbine,Market
Unit_1166,wind onshore,270,0,1667.6,0,1,0,0,wind turbine,Market
Unit_1167,wind onshore,159,0,93.2,0,1,0,0,wind turbine,Market
Unit_1168,wind onshore,265,0,0.8,0,1,0,0,wind turbine,Market
Unit_1169,wind onshore,34,0,55.1,0,1,0,0,wind turbine,Market
Unit_1170,wind onshore,285,0,531.2,0,1,0,0,wind turbine,Market
Unit_1171,wind onshore,93,0,1148.6,0,1,0,0,wind turbine,Market
Unit_1172,wind onshore,36,0,345.2,0,1,0,0,wind turbine,Market
Unit_1173,wind onshore,85,0,762.5,0,1,0,0,wind turbine,Market
Unit_1174,wind onshore,221,0,207.2,0,1,0,0,wind turbine,Market
Unit_1175,wind onshore,95,0,414,0,1,0,0,wind turbine,Market
Unit_1176,wind onshore,60,0,404.6,0,1,0,0,wind turbine,Market
Unit_1177,wind onshore,160,0,60.2,0,1,0,0,wind turbine,Market
Unit_1178,wind onshore,200,0,2.7,0,1,0,0,wind turbine,Market
Unit_1179,wind onshore,176,0,19.5,0,1,0,0,wind turbine,Market
Unit_1180,wind onshore,153,0,55.5,0,1,0,0,wind turbine,Market
Unit_1181,wind onshore,130,0,7.6,0,1,0,0,wind turbine,Market
Unit_1182,wind onshore,126,0,10.5,0,1,0,0,wind turbine,Market
Unit_1183,wind onshore,137,0,378.5,0,1,0,0,wind turbine,Market
Unit_1184,wind onshore,132,0,3.4,0,1,0,0,wind turbine,Market
Unit_1185,wind onshore,151,0,165,0,1,0,0,wind turbine,Market
Unit_1186,wind onshore,197,0,119.6,0,1,0,0,wind turbine,Market
Unit_1187,wind onshore,154,0,19.7,0,1,0,0,wind turbine,Market
Unit_1188,wind onshore,122,0,256.4,0,1,0,0,wind turbine,Market
Unit_1189,wind onshore,119,0,355.6,0,1,0,0,wind turbine,Market
Unit_1190,wind onshore,134,0,91.2,0,1,0,0,wind turbine,Market
Unit_1191,wind onshore,453,0,230.2,0,1,0,0,wind turbine,Market
Unit_1192,wind onshore,431,0,176.7,0,1,0,0,wind turbine,Market
Unit_1193,wind onshore,204,0,55.3,0,1,0,0,wind turbine,Market
Unit_1194,wind onshore,149,0,3.8,0,1,0,0,wind turbine,Market
Unit_1195,wind onshore,104,0,19.1,0,1,0,0,wind turbine,Market
Unit_1196,wind onshore,113,0,5.5,0,1,0,0,wind turbine,Market
Unit_1197,wind onshore,374,0,69.7,0,1,0,0,wind turbine,Market
Unit_1198,wind onshore,90,0,153.4,0,1,0,0,wind turbine,Market
Unit_1199,wind onshore,142,0,122.8,0,1,0,0,wind turbine,Market
Unit_1200,wind onshore,289,0,515.5,0,1,0,0,wind turbine,Market
Unit_1201,wind onshore,472,0,267.8,0,1,0,0,wind turbine,Market
Unit_1202,wind onshore,219,0,50.6,0,1,0,0,wind turbine,Market
Unit_1203,wind onshore,157,0,98,0,1,0,0,wind turbine,Market
Unit_1204,wind onshore,490,0,434.7,0,1,0,0,wind turbine,Market
Unit_1205,wind onshore,386,0,153.9,0,1,0,0,wind turbine,Market
Unit_1206,wind onshore,209,0,56.2,0,1,0,0,wind turbine,Market
Unit_1207,wind onshore,411,0,920,0,1,0,0,wind turbine,Market
Unit_1208,wind onshore,363,0,16.4,0,1,0,0,wind turbine,Market
Unit_1209,wind onshore,147,0,21.6,0,1,0,0,wind turbine,Market
Unit_1210,wind onshore,470,0,36.2,0,1,0,0,wind turbine,Market
Unit_1211,wind onshore,109,0,7.3,0,1,0,0,wind turbine,Market
Unit_1212,wind onshore,114,0,68.9,0,1,0,0,wind turbine,Market
Unit_1213,wind onshore,178,0,112.2,0,1,0,0,wind turbine,Market
Unit_1214,wind onshore,110,0,238.8,0,1,0,0,wind turbine,Market
Unit_1215,wind onshore,166,0,44.6,0,1,0,0,wind turbine,Market
Unit_1216,wind onshore,228,0,52.2,0,1,0,0,wind turbine,Market
Unit_1217,wind onshore,68,0,18.2,0,1,0,0,wind turbine,Market
Unit_1218,wind onshore,241,0,2.6,0,1,0,0,wind turbine,Market
Unit_1219,wind onshore,245,0,243.3,0,1,0,0,wind turbine,Market
Unit_1220,wind onshore,339,0,44.3,0,1,0,0,wind turbine,Market
Unit_1221,wind onshore,242,0,125.8,0,1,0,0,wind turbine,Market
Unit_1222,wind onshore,397,0,35.1,0,1,0,0,wind turbine,Market
Unit_1223,wind onshore,284,0,251.3,0,1,0,0,wind turbine,Market
